x,y,height
8261.882352103545,90.0,1920.3786750412269
8313.84387633061,90.0,1785.9984302245716
8365.805400557676,90.0,1648.0429590626477
8417.766924784743,90.0,1506.8469846404005
8469.728449011809,90.0,1365.3209335993638
8521.689973238876,90.0,1227.4946279201754
8573.651497465942,90.0,1096.5061057121143
8625.613021693009,90.0,975.8137803683092
8677.574545920073,90.0,864.4919679379506
8729.53607014714,90.0,764.7655631934551
8781.497594374207,90.0,679.4855114693655
8833.459118601273,90.0,610.8009107145962
8885.42064282834,90.0,562.9896939624291
8937.382167055406,90.0,544.44598168877
8989.343691282473,90.0,578.3911536687797
9041.30521550954,90.0,779.593189270772
9093.266739736604,90.0,1348.2688994261289
9145.22826396367,90.0,83.74456619275983
9197.189788190737,90.0,665.5412010526125
9249.151312417804,90.0,486.25043796018423
9301.11283664487,90.0,-132.41951055535333
9353.074360871937,90.0,1199.5132606059174
9405.035885099003,90.0,697.0750233015178
9456.99740932607,90.0,472.99840443065443
9508.958933553135,90.0,436.85614407684284
9560.920457780201,90.0,433.8826478620555
9612.881982007268,90.0,387.5768598102354
9664.843506234334,90.0,311.34658712120785
9716.8050304614,90.0,252.5160300664612
9768.766554688467,90.0,215.6301794092219
9820.728078915534,90.0,192.50081520292787
9872.6896031426,90.0,177.12475025368224
9924.651127369665,90.0,164.03148393667598
9976.612651596732,90.0,149.86510320534947
10028.574175823798,90.0,130.3910924957179
10080.535700050865,90.0,100.00118713907943
10132.497224277931,90.0,65.30865888682153
10184.458748504998,90.0,30.13098355012309
10236.420272732064,90.0,-1.873972158302351
10288.38179695913,90.0,-24.806386825345598
10340.343321186196,90.0,-37.107713044114234
25.980762113533157,135.0,2242.6078271458264
77.94228634059947,135.0,2727.7462853439656
129.90381056766577,135.0,-2338.7073590823065
181.8653347947321,135.0,-6286.398263452424
233.8268590217984,135.0,-3960.400477469587
285.7883832488647,135.0,-2860.9194219973488
337.749907475931,135.0,-2137.4600921402307
389.71143170299734,135.0,-1554.508087484266
441.67295593006367,135.0,-1041.5666432916041
493.63448015713,135.0,-615.6853551347795
545.5960043841962,135.0,-346.25263737027285
597.5575286112626,135.0,105.56069620601687
649.5190528383289,135.0,101.0772929643665
701.4805770653952,135.0,295.84530710784264
753.4421012924615,135.0,301.79508630402586
805.4036255195278,135.0,490.78754922749795
857.3651497465942,135.0,615.8067836749278
909.3266739736605,135.0,770.1941861168089
961.2881982007268,135.0,905.7861037548362
1013.2497224277931,135.0,1018.6161384503948
1065.2112466548592,135.0,1108.3839297483341
1117.1727708819255,135.0,1177.3246324907702
1169.1342951089919,135.0,1225.223665926331
1221.0958193360582,135.0,1256.0947207889626
1273.0573435631245,135.0,1272.069159650838
1325.0188677901908,135.0,1276.8814082928673
1376.9803920172571,135.0,1270.385779986495
1428.9419162443235,135.0,1255.7633747234845
1480.9034404713898,135.0,1231.0448015279558
1532.864964698456,135.0,1199.9659512509402
1584.8264889255224,135.0,1164.7030392304355
1636.7880131525887,135.0,1127.719612271371
1688.749537379655,135.0,1084.9231666791916
1740.7110616067214,135.0,1037.2886737654328
1792.6725858337877,135.0,985.7265621970789
1844.634110060854,135.0,929.5449373121934
1896.5956342879203,135.0,870.2206140911737
1948.5571585149867,135.0,806.3161232010482
2000.518682742053,135.0,741.2021254414419
2052.4802069691195,135.0,674.1007638098615
2104.4417311961856,135.0,608.0566631921095
2156.403255423252,135.0,541.9531328076737
2208.3647796503183,135.0,479.01518992934234
2260.326303877385,135.0,419.7521960278112
2312.287828104451,135.0,368.04207490365525
2364.2493523315175,135.0,340.55696221831454
2416.2108765585835,135.0,343.93128303297334
2468.17240078565,135.0,313.1490042046913
2520.133925012716,135.0,218.1251039768953
2572.0954492397827,135.0,253.29905541476123
2624.056973466849,135.0,-1804.653672958129
2676.0184976939154,135.0,-2882.5714345615834
2727.9800219209815,135.0,-4230.814056730397
2779.941546148048,135.0,-6343.93684098662
2831.903070375114,135.0,-2598.5288461275863
2883.8645946021807,135.0,-2545.708265333069
2935.8261188292468,135.0,3004.1481351519833
2987.7876430563133,135.0,2711.1139842133443
3039.7491672833794,135.0,2763.5742517493245
3091.710691510446,135.0,2846.493784574418
3143.672215737512,135.0,2615.4798148814984
3195.6337399645786,135.0,2721.844275446161
3247.5952641916447,135.0,1978.7054003209435
3299.556788418711,135.0,1614.5291828652746
3351.5183126457773,135.0,327.5009665233395
